time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1696	-6.90374	4.77554	2.36847	-0.526677	radar	1.93722	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3305	-6.65012	4.8572	2.31052	-0.561196	lidar	3.12417	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.498	-6.47309	4.85302	2.27686	-0.582857	radar	3.45829	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5955	-6.3342	4.74139	2.24943	-0.584798	lidar	5.30601	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7367	-6.14521	4.74033	2.21938	-0.583745	radar	0.300199	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9192	-5.94121	4.79657	2.19743	-0.573276	lidar	2.74677	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0505	-5.7363	4.80322	2.16798	-0.567635	radar	1.84593	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1832	-5.56555	4.76739	2.14835	-0.558803	lidar	0.380116	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3374	-5.3805	4.77679	2.14617	-0.505364	radar	1.31552	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.482	-5.1568	4.81942	2.12014	-0.504828	lidar	0.607022	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.614	-4.97979	4.79493	2.12033	-0.449976	radar	6.22013	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7292	-4.8087	4.7436	2.10439	-0.443909	lidar	0.573385	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8496	-4.60288	4.74762	2.086	-0.433656	radar	0.153877	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9629	-4.36026	4.79336	2.05541	-0.442861	lidar	0.541689	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0705	-4.13851	4.79261	2.00469	-0.52242	radar	11.3163	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1616	-3.85433	4.87759	1.96141	-0.540241	lidar	2.0002	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2348	-3.61606	4.87864	1.90477	-0.613222	radar	3.41088	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2619	-3.34851	4.89833	1.8505	-0.639578	lidar	4.30687	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3119	-3.10434	4.90211	1.80388	-0.671619	radar	0.325254	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3343	-2.86904	4.88008	1.76061	-0.683417	lidar	1.36073	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3938	-2.6435	4.86587	1.74205	-0.653114	radar	1.55921	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4693	-2.48988	4.75575	1.73423	-0.630374	lidar	5.91336	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5259	-2.25491	4.76283	1.72169	-0.58791	radar	1.12739	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5756	-2.05877	4.71027	1.70283	-0.578341	lidar	1.24654	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6073	-1.82224	4.71398	1.68652	-0.542795	radar	2.01757	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6052	-1.57376	4.72695	1.64853	-0.554581	lidar	1.11106	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6017	-1.34423	4.71487	1.60405	-0.59306	radar	1.65521	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.605	-1.11748	4.70117	1.57459	-0.593322	lidar	0.0397592	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6349	-0.892816	4.69085	1.5615	-0.568141	radar	5.18807	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6464	-0.642221	4.71904	1.53885	-0.560659	lidar	0.551327	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6333	-0.401102	4.73221	1.49841	-0.595376	radar	2.24259	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5876	-0.107551	4.81938	1.45793	-0.604596	lidar	2.60918	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5684	0.131456	4.82254	1.4286	-0.610159	radar	2.75087	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5449	0.422835	4.90569	1.40391	-0.600738	lidar	1.70358	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5336	0.661566	4.89394	1.39882	-0.549786	radar	1.79586	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.527	0.942869	4.95575	1.38708	-0.530144	lidar	2.99895	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4894	1.20311	4.97153	1.38407	-0.467704	radar	6.90031	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4338	1.44036	4.96249	1.35792	-0.471025	lidar	0.0852119	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3944	1.66015	4.92252	1.34618	-0.445214	radar	8.22555	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3408	1.87178	4.87956	1.3237	-0.446486	lidar	0.389573	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2716	2.10299	4.87747	1.29255	-0.46786	radar	0.320992	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2103	2.29706	4.81526	1.26927	-0.469067	lidar	0.842318	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1473	2.52555	4.80526	1.25943	-0.43555	radar	0.628075	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0699	2.76724	4.82687	1.23841	-0.434242	lidar	0.0967838	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9734	2.98935	4.83728	1.191	-0.500293	radar	3.07894	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8721	3.26675	4.92173	1.16867	-0.495437	lidar	1.49075	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.789	3.49656	4.92454	1.14855	-0.493231	radar	2.12066	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6831	3.69791	4.89284	1.12024	-0.498125	lidar	0.250206	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5661	3.90569	4.88247	1.08806	-0.51228	radar	1.14253	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.499	4.08624	4.81044	1.07431	-0.500786	lidar	3.78944	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3758	4.28829	4.80331	1.04442	-0.509228	radar	0.609618	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2155	4.50537	4.83832	1.0081	-0.520605	lidar	2.02829	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0654	4.70229	4.82715	0.9862	-0.49437	radar	8.99091	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.947	4.89624	4.8095	0.966152	-0.489566	lidar	0.430519	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7909	5.08711	4.81111	0.936147	-0.493424	radar	2.31735	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6227	5.30018	4.85547	0.908358	-0.49564	lidar	0.921228	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4504	5.47692	4.86696	0.861797	-0.543162	radar	0.885868	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2627	5.64886	4.87156	0.823613	-0.555661	lidar	1.21361	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0974	5.80936	4.85834	0.786135	-0.579625	radar	3.12637	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9227	5.96939	4.8468	0.754472	-0.583142	lidar	0.0424116	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.78	6.1584	4.80379	0.77132	-0.47781	radar	4.85885	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.613	6.31417	4.78603	0.74672	-0.479308	lidar	0.095729	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4641	6.49052	4.76445	0.746775	-0.431274	radar	1.72192	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2405	6.71303	4.88253	0.730889	-0.42073	lidar	4.24632	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0445	6.85529	4.8646	0.70506	-0.418463	radar	5.51684	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8317	7.02823	4.90915	0.682517	-0.419095	lidar	1.01607	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6189	7.16217	4.91748	0.643192	-0.452809	radar	1.62266	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4345	7.3077	4.90465	0.624157	-0.448995	lidar	0.289922	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2047	7.43144	4.94846	0.569015	-0.522479	radar	2.61729	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0235	7.59427	4.95496	0.560606	-0.501791	lidar	2.11443	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8395	7.76768	4.94394	0.573313	-0.427711	radar	5.69719	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6323	7.91049	4.95385	0.556151	-0.422474	lidar	0.0640849	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4411	8.0467	4.9314	0.547219	-0.399548	radar	1.57926	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2159	8.08089	4.85221	0.491249	-0.443719	lidar	4.60124	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0239	8.24029	4.82967	0.513122	-0.351658	radar	6.02856	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8466	8.39317	4.82737	0.515898	-0.327547	lidar	2.97435	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6042	8.50201	4.87878	0.476427	-0.378265	radar	4.61425	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3556	8.63935	4.94034	0.461981	-0.371715	lidar	1.31444	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1561	8.77447	4.91071	0.473572	-0.308442	radar	1.56096	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9582	8.87548	4.87754	0.458415	-0.308751	lidar	0.596201	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7573	8.99862	4.84907	0.465229	-0.260734	radar	1.11416	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5364	9.06892	4.82048	0.437135	-0.278915	lidar	0.754597	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.295	9.17598	4.86613	0.414908	-0.300452	radar	4.52304	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0099	9.26524	4.93473	0.386807	-0.314886	lidar	6.05354	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7919	9.3492	4.92078	0.366948	-0.325242	radar	1.70952	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5375	9.45051	4.96302	0.352934	-0.321871	lidar	0.719786	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2719	9.47727	4.99659	0.288778	-0.414395	radar	5.90938	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9804	9.60731	5.10921	0.286081	-0.390742	lidar	3.30728	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7348	9.70175	5.09871	0.290347	-0.337816	radar	2.87579	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4602	9.8101	5.16448	0.285363	-0.322109	lidar	1.10212	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2116	9.88741	5.17314	0.270315	-0.323606	radar	0.439018	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9398	10.0115	5.24161	0.275353	-0.296972	lidar	1.30276	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.684	10.0792	5.24629	0.258731	-0.300296	radar	0.0611926	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4366	10.1858	5.26536	0.261194	-0.27932	lidar	1.20003	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1787	10.2544	5.27885	0.243998	-0.290056	radar	0.525812	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9442	10.2757	5.22379	0.214914	-0.308002	lidar	0.765495	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6954	10.3433	5.2117	0.211414	-0.283451	radar	0.268296	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4752	10.3331	5.127	0.174116	-0.312203	lidar	1.84985	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1806	10.3539	5.20886	0.129991	-0.375814	radar	7.6888	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9199	10.408	5.22477	0.12044	-0.364372	lidar	0.257858	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6754	10.4474	5.16069	0.128123	-0.295834	radar	6.64239	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4332	10.41	5.10729	0.0849911	-0.331559	lidar	2.15597	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1727	10.4362	5.1115	0.0739661	-0.319143	radar	0.580167	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8662	10.5909	5.24544	0.115797	-0.244817	lidar	7.80114	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6082	10.6581	5.22622	0.136568	-0.175602	radar	1.89706	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3596	10.6549	5.1955	0.111981	-0.19534	lidar	0.645283	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0955	10.6805	5.20894	0.0981983	-0.20519	radar	0.232594	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8404	10.7762	5.23381	0.118136	-0.168425	lidar	3.81408	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5735	10.8292	5.24717	0.122985	-0.145842	radar	1.26741	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3404	10.7931	5.1804	0.0883169	-0.178898	lidar	2.13609	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0815	10.8327	5.17542	0.0940376	-0.148356	radar	0.469298	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8353	10.8971	5.1761	0.103785	-0.127761	lidar	1.93102	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5574	10.9175	5.20679	0.0927737	-0.136549	radar	2.67092	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3293	10.931	5.15847	0.0824487	-0.140772	lidar	0.87327	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0665	10.8576	5.19661	-0.00219763	-0.30269	radar	9.79525	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7764	10.8273	5.23079	-0.0289237	-0.316204	lidar	2.72333	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5215	10.8238	5.21844	-0.0398544	-0.306084	radar	0.204949	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2884	10.8165	5.18032	-0.0534766	-0.30461	lidar	1.01925	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.038	10.876	5.12674	-0.00815369	-0.178863	radar	6.76479	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.7775	10.9235	5.14731	0.00438922	-0.152124	lidar	1.97175	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54574	10.9042	5.10154	-0.0102179	-0.157866	radar	4.01832	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28557	10.9303	5.11732	-0.00564586	-0.142694	lidar	0.636419	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.0389	10.9111	5.09227	-0.0156321	-0.138384	radar	2.64424	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.7752	10.9426	5.11536	-0.00734059	-0.120132	lidar	0.937134	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.5349	10.8992	5.08201	-0.0303452	-0.139856	radar	6.50093	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36779	10.8198	4.93598	-0.0687	-0.177065	lidar	5.48942	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.11542	10.8341	4.93567	-0.0548173	-0.133524	radar	1.38522	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78296	10.8793	5.07728	-0.0336542	-0.0995438	lidar	5.06209	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51943	10.8811	5.07949	-0.0231169	-0.0622903	radar	1.91161	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24543	10.8688	5.10875	-0.0280463	-0.0644779	lidar	0.576719	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00472	10.9042	5.07197	0.00436297	0.0103218	radar	3.31496	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015
